Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Livingston,35648,20,0.000589,2.2084,1.3333,0.001735
Logan,28618,54,0.001922,2.3878,2.0,0.009178
McDonough,29682,59,0.002021,2.7267,1.8438,0.010162
McHenry,307774,232,0.000757,2.4697,1.9496,0.003645
McLean,171517,166,0.000974,2.3166,1.5514,0.003499
Macon,104009,93,0.000904,2.4441,1.55,0.003424
Macoupin,44926,77,0.001736,2.4005,1.4808,0.006172
Madison,262966,574,0.002187,2.6359,1.4314,0.00825
Marion,37205,150,0.004059,2.5235,2.0,0.020484
Marshall,11438,19,0.001749,2.4973,2.0,0.008733
Mason,13359,22,0.001722,2.5952,1.1579,0.005174
Massac,13772,57,0.004211,2.3791,2.0,0.020039
Menard,12196,18,0.001558,2.5267,2.0,0.007873
Mercer,15437,12,0.000842,2.3656,2.0,0.003984
Monroe,34637,57,0.001675,2.4939,1.3902,0.005806
Montgomery,28414,36,0.001302,2.2312,2.0,0.005811
Morgan,33658,56,0.001694,2.4837,1.037,0.004362
Moultrie,14501,24,0.001724,2.5007,2.0,0.008622
Ogle,50643,30,0.000612,2.4005,1.7647,0.002593
Peoria,179179,151,0.000848,2.4209,1.7976,0.003692
Perry,20916,36,0.001769,2.4169,1.0588,0.004527
Piatt,16344,20,0.001285,2.3059,2.0,0.005926
Pike,15561,61,0.003984,2.4625,1.0339,0.010144
Pope,4177,8,0.002155,2.6463,1.6,0.009123
Pulaski,5335,16,0.003187,2.4589,1.0,0.007835
Putnam,5739,2,0.000523,2.0,2.0,0.002091
Randolph,31782,63,0.002014,2.4129,1.5,0.007288
Richland,15513,32,0.002127,2.6118,1.7778,0.009877
Rock Island,141879,77,0.00055,2.5484,1.375,0.001926
St. Clair,259686,605,0.002334,2.628,1.2372,0.007587
Saline,23491,65,0.00281,2.4767,2.0,0.013917
Sangamon,194672,285,0.001469,2.5575,1.993,0.007488
Schuyler,6768,12,0.001921,2.3921,2.0,0.009189
Scott,4951,17,0.003636,2.8176,2.0,0.020487
Shelby,21634,25,0.001202,2.4625,2.0,0.005919
Stark,5342,13,0.002621,2.2453,2.0,0.011769
Stephenson,44498,26,0.000607,2.327,2.0,0.002824
Tazewell,131803,145,0.001108,2.3791,1.6667,0.004392
Union,16653,77,0.004684,2.4441,1.1493,0.013156
Vermilion,75758,135,0.001795,2.4732,2.0,0.00888
Wabash,11520,54,0.004774,2.4515,1.5429,0.018058
Warren,16844,6,0.000416,2.3878,1.0,0.000992
Washington,13887,25,0.001872,2.8073,2.0,0.010512
Wayne,16215,61,0.003824,2.7906,2.0,0.02134
White,13537,69,0.005171,2.7127,2.0,0.028055
Whiteside,55175,15,0.00029,2.3564,1.0,0.000683
Will,690743,615,0.000892,2.4209,1.5649,0.003378
Williamson,66597,303,0.004565,2.6091,1.6648,0.019828
Winnebago,282572,233,0.000828,2.4905,1.0991,0.002267
Woodford,38459,30,0.000806,2.3321,1.7647,0.003317
