Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,4413146,1135,0.000257,2.2858,2.0,0.001177
Calgary,1680755,669,0.000399,2.2858,2.0,0.001822
Central,479601,78,0.000165,2.2858,2.0,0.000753
Edmonton,1443597,196,0.000136,2.2858,2.0,0.000624
North,460964,74,0.000163,2.2858,2.0,0.000744
South,306399,119,0.000392,2.2858,2.0,0.00179
