Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Hancock,10630,9,0.000941,2.8257,1.125,0.002991
Hardin,16846,14,0.00089,2.6063,1.0,0.002321
Harrison,14049,9,0.000712,2.5361,1.5,0.002708
Henry,19954,7,0.000401,2.5484,1.4,0.00143
Howard,9158,2,0.000328,2.4478,2.0,0.001604
Humboldt,9558,15,0.001674,2.6412,1.0,0.004421
Ida,6860,10,0.001603,2.504,2.0,0.00803
Iowa,16184,8,0.000556,2.5423,2.0,0.002828
Jackson,19439,1,0.000103,2.2891,1.0,0.000236
Jasper,37185,22,0.000619,2.7471,1.8333,0.003115
Jefferson,18295,10,0.000601,2.7127,2.0,0.003262
Johnson,151140,59,0.000397,2.4589,1.18,0.001152
Jones,20681,1,9.7e-05,2.3963,1.0,0.000232
Keokuk,10246,5,0.000586,2.6961,2.0,0.003158
Kossuth,14813,30,0.002093,2.7626,1.7647,0.010202
Lee,33657,43,0.001307,2.9159,1.0,0.003812
Linn,226706,119,0.000529,2.6145,2.0,0.002768
Louisa,11035,5,0.000544,2.6767,1.0,0.001455
Lucas,8600,9,0.001163,2.4209,2.0,0.00563
Lyon,11755,3,0.00034,2.4732,2.0,0.001683
Madison,16338,3,0.000245,2.6566,1.0,0.00065
Mahaska,22095,26,0.001222,2.5664,2.0,0.006272
Marion,33253,32,0.000992,2.8477,1.5238,0.004306
Marshall,39369,22,0.000584,2.5952,2.0,0.003032
Mills,15109,9,0.000662,2.598,2.0,0.003439
Mitchell,10586,1,0.000189,2.2453,1.0,0.000424
Monona,8615,8,0.001045,2.3564,1.6,0.003939
Monroe,7707,9,0.001298,2.6145,1.0,0.003392
Montgomery,9917,2,0.000303,2.4552,1.0,0.000743
Muscatine,42664,36,0.000867,2.6816,2.0,0.004651
O'Brien,13753,7,0.000582,2.6913,2.0,0.003131
Osceola,5958,5,0.001007,2.9913,1.0,0.003012
Page,15107,3,0.000265,2.5752,1.0,0.000682
Palo Alto,8886,3,0.00045,2.684,1.5,0.001812
Plymouth,25177,8,0.000357,2.7691,2.0,0.00198
Pocahontas,6619,2,0.000453,2.5073,1.0,0.001136
Polk,490161,324,0.000663,2.5867,1.7419,0.002988
Pottawattamie,93206,86,0.000933,2.7358,2.0,0.005107
Poweshiek,18504,8,0.000486,2.4625,2.0,0.002395
Ringgold,4894,3,0.000817,2.9777,1.0,0.002434
Sac,9721,7,0.000823,2.3656,2.0,0.003894
Scott,172943,104,0.000607,2.6091,2.0,0.003168
Shelby,11454,4,0.000437,2.4732,1.0,0.00108
Sioux,34855,14,0.00043,2.6438,2.0,0.002276
Story,97117,97,0.001009,2.6253,2.0,0.005298
Tama,16854,5,0.000356,2.6091,1.6667,0.001548
Taylor,6121,0,0.000163,2.4441,1.0,0.000399
Union,12241,0,8.2e-05,2.3166,1.0,0.000189
Van Buren,7044,6,0.000994,2.4326,1.0,0.002417
Wapello,34969,36,0.001058,2.7381,2.0,0.005794
Warren,51466,23,0.000466,2.4478,1.4375,0.001641
Washington,21965,12,0.000592,2.5515,2.0,0.00302
Wayne,6441,3,0.000621,2.5484,1.5,0.002374
Webster,35904,74,0.002089,2.8073,1.0,0.005864
Winnebago,10354,13,0.001352,2.62,2.0,0.007085
Winneshiek,19991,7,0.0004,2.4515,1.4,0.001373
Woodbury,103107,59,0.000582,2.5575,1.1346,0.001689
Worth,7381,8,0.001219,2.8011,1.0,0.003415
Wright,12562,21,0.001751,2.8257,1.3125,0.006495
