Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Camp,13094,41,0.003208,2.7174,2.0,0.017433
Carson,5926,6,0.001181,2.7267,1.0,0.003221
Cass,30026,112,0.003763,2.9322,1.2584,0.013887
Castro,7530,9,0.001328,2.9446,1.0,0.003911
Chambers,43837,70,0.00162,2.8338,1.0,0.00459
Cherokee,52646,90,0.001729,2.4088,1.5517,0.006461
Childress,7306,4,0.000684,2.6913,1.0,0.001842
Clay,10471,16,0.001624,3.103,2.0,0.010076
Cochran,2853,1,0.000701,2.7471,1.0,0.001926
Coke,3387,5,0.001771,2.7471,1.6667,0.008111
Coleman,8175,18,0.002324,2.9304,1.6364,0.011145
Collin,1034730,2012,0.001945,2.6463,2.0,0.010297
Collingsworth,2920,5,0.002055,2.4871,1.0,0.005111
Colorado,21493,50,0.002373,2.7927,1.9231,0.012744
Comal,156209,556,0.003566,2.8729,1.9441,0.019915
Comanche,13635,18,0.001393,3.0892,1.2,0.005166
Concho,2726,7,0.002935,2.6091,2.0,0.015314
Cooke,41257,64,0.001575,2.8729,2.0,0.009053
Coryell,75951,157,0.00208,2.5203,1.0,0.005243
Cottle,1398,2,0.002146,2.7471,2.0,0.01179
Crane,4797,9,0.002085,3.1974,1.0,0.006665
Crockett,3464,4,0.001443,2.8614,1.0,0.00413
Crosby,5737,15,0.002789,2.5392,2.0,0.014163
Culberson,2171,1,0.000921,2.7471,1.0,0.002531
Dallam,7287,3,0.000549,2.2239,1.0,0.001221
Dallas,2635516,4683,0.001777,2.6463,1.7287,0.00813
Dawson,12728,3,0.000314,2.1635,1.0,0.00068
Deaf Smith,18546,29,0.001618,2.9375,1.6111,0.007656
Delta,5331,7,0.001501,2.4088,1.75,0.006326
Denton,887207,918,0.001036,2.6667,1.0699,0.002955
DeWitt,20160,37,0.001885,2.6985,2.0,0.010173
Dickens,2211,3,0.001809,2.7471,2.0,0.00994
Dimmit,10124,82,0.008198,2.6642,1.0,0.021842
Donley,3278,3,0.00122,2.6913,1.0,0.003284
Duval,11157,66,0.006005,2.5781,1.5714,0.024329
Eastland,18360,16,0.000926,2.7948,2.0,0.005176
Ector,166223,381,0.002298,3.0486,1.5488,0.010851
Edwards,1932,3,0.00207,2.7471,1.0,0.005688
Ellis,184826,400,0.00217,2.7403,2.0,0.011891
El Paso,839238,613,0.000732,2.4871,1.7464,0.003178
Erath,42698,90,0.002131,2.9012,2.0,0.012366
Falls,17297,15,0.000925,2.6063,1.6667,0.004018
Fannin,35514,66,0.001887,2.4589,2.0,0.009278
Fayette,25346,72,0.00288,2.8937,1.8947,0.015791
Fisher,3830,5,0.001567,2.6913,1.25,0.00527
Floyd,5712,14,0.002626,2.6717,2.0,0.014032
Foard,1155,7,0.006926,2.7471,1.0,0.019027
Fort Bend,811688,1606,0.00198,2.7358,2.0,0.010833
Franklin,10725,16,0.001585,2.5203,2.0,0.00799
Freestone,19717,32,0.001674,2.1828,1.0323,0.003771
Frio,20306,74,0.003693,2.6173,1.1045,0.010677
Gaines,21492,11,0.000558,2.8176,1.8333,0.002884
Galveston,342139,1575,0.004606,2.7906,2.0,0.025708
Garza,6229,3,0.000642,2.2585,2.0,0.002901
Gillespie,26988,38,0.001445,2.729,1.0,0.003944
Glasscock,1409,0,0.00071,2.7471,1.0,0.00195
Goliad,7658,16,0.00222,3.0406,1.6,0.0108
Gonzales,20837,36,0.001776,2.9913,1.0,0.005312
Gray,21886,20,0.00096,2.7648,1.0,0.002653
Grayson,136212,166,0.001226,2.8477,1.0,0.003491
Gregg,123945,290,0.002348,2.8993,1.7262,0.01175
Grimes,28880,220,0.007652,2.504,2.0,0.038323
Guadalupe,166847,414,0.002487,2.8555,1.2176,0.008648
Hale,33406,47,0.001437,2.7244,2.0,0.007829
Hall,2964,1,0.000675,2.7471,1.0,0.001854
Hamilton,8461,16,0.002009,2.8094,1.0667,0.006021
Hansford,5399,4,0.000926,2.7471,1.0,0.002544
Hardeman,3933,5,0.001526,2.6463,1.0,0.004037
Hardin,57602,204,0.003559,2.7713,1.2289,0.012121
Harris,4713325,12443,0.00264,2.7582,2.0,0.014564
Harrison,66553,141,0.002134,2.7799,1.3429,0.007965
Hartley,5576,4,0.000897,2.7471,1.0,0.002463
Haskell,5658,1,0.000353,2.7267,1.0,0.000964
Hays,230191,753,0.003276,2.8155,1.8872,0.017405
Hemphill,3819,3,0.001047,2.7471,1.5,0.004316
Henderson,82737,198,0.002405,2.8457,2.0,0.013689
Hidalgo,868707,2348,0.002704,2.7863,1.8258,0.013756
Hill,36649,61,0.001692,2.8052,1.9062,0.009046
Hockley,23021,39,0.001738,2.7969,1.0,0.00486
Hood,61643,142,0.00232,2.8862,2.0,0.013391
Hopkins,37084,70,0.001915,2.9177,1.6667,0.00931
Houston,22968,36,0.001611,2.361,1.8,0.006846
Howard,36664,26,0.000736,2.2773,1.8571,0.003114
Hudspeth,4886,0,0.000205,2.3835,1.0,0.000488
Hunt,98594,177,0.001805,2.9012,1.6389,0.008584
Hutchinson,20938,56,0.002722,2.9322,1.697,0.013546
Irion,1536,6,0.004557,2.7471,2.0,0.025039
Jack,8935,13,0.001567,2.767,1.625,0.007045
Jackson,14760,31,0.002168,2.8417,2.0,0.012322
Jasper,35529,79,0.002252,2.8496,1.4364,0.009216
Jeff Davis,2274,2,0.001319,2.7471,1.0,0.003624
Jefferson,251565,500,0.001992,2.7221,1.0352,0.005612
Jim Hogg,5200,4,0.000962,2.4088,1.0,0.002316
Jim Wells,40482,178,0.004422,2.8457,2.0,0.025166
Johnson,175817,330,0.001883,2.8672,2.0,0.010796
Jones,20083,18,0.000946,2.6816,2.0,0.005074
Karnes,15601,54,0.003525,3.0162,1.0,0.010633
Kaufman,136154,320,0.002358,2.8217,2.0,0.013305
Kendall,47431,98,0.002087,2.8031,1.0316,0.006036
Kenedy,404,3,0.009901,2.7471,1.0,0.027199
Kent,762,2,0.003937,2.7471,1.0,0.010815
Kerr,52600,93,0.001787,2.6412,1.1071,0.005226
Kimble,4337,13,0.003228,3.2182,1.3,0.013505
King,272,0,0.003676,2.7471,1.0,0.0101
Kinney,3667,3,0.001091,2.628,1.0,0.002867
Kleberg,30680,156,0.005117,2.8114,2.0,0.028774
Knox,3664,0,0.000273,2.7471,1.0,0.00075
Lamar,49859,54,0.001103,2.6913,1.0,0.002969
Lamb,12893,23,0.001861,3.0816,1.0455,0.005997
Lampasas,21428,79,0.003733,2.8806,1.881,0.020228
La Salle,7520,7,0.001064,2.2312,1.1667,0.002769
Lavaca,20154,26,0.00134,2.7313,1.0,0.003659
Lee,17239,33,0.001972,3.0013,1.8333,0.010852
Leon,17404,37,0.002183,2.7403,2.0,0.011967
Liberty,88219,206,0.002346,2.6937,2.0,0.012641
Limestone,23437,61,0.002645,2.7626,1.7429,0.012737
Lipscomb,3233,2,0.000928,2.7471,2.0,0.005098
Live Oak,12207,37,0.003113,2.756,1.4231,0.012209
Llano,21795,69,0.003212,2.7906,2.0,0.017925
Loving,169,0,0.005917,2.7471,1.0,0.016255
Lubbock,310569,688,0.002219,2.598,1.7686,0.010194
Lynn,5951,2,0.000504,2.5924,2.0,0.002614
McCulloch,7984,2,0.000376,2.3835,1.0,0.000896
McLennan,256623,0,4e-06,2.6913,1.0,1e-05
McMullen,743,1,0.002692,2.7471,1.0,0.007395
Madison,14284,26,0.00189,2.3469,1.8571,0.008238
Marion,9854,19,0.00203,2.7221,2.0,0.01105
Martin,5771,12,0.002253,3.3632,2.0,0.015152
Mason,4274,1,0.000468,2.5781,1.0,0.001206
Matagorda,36643,55,0.001528,2.799,2.0,0.008555
Maverick,58722,93,0.001601,2.8176,1.0,0.00451
Medina,51584,122,0.002384,2.6008,1.0,0.006201
Menard,2138,12,0.00608,2.7471,2.0,0.033407
Midland,176832,326,0.001849,3.0146,1.8111,0.010096
Milam,24823,49,0.002014,2.9375,1.2895,0.00763
Mills,4873,5,0.001231,2.6791,2.0,0.006597
Mitchell,8545,9,0.00117,2.2891,2.0,0.005358
Montague,19818,26,0.001362,3.003,2.0,0.008183
Montgomery,607391,1927,0.003174,2.8011,2.0,0.017782
Moore,20940,34,0.001671,3.2182,1.0,0.005379
Morris,12388,45,0.003713,2.756,1.3636,0.013955
Motley,1200,4,0.004167,2.7471,2.0,0.022892
Nacogdoches,65204,99,0.001534,2.8073,2.0,0.008611
Navarro,50113,115,0.002315,2.5235,1.9167,0.011196
Newton,13595,12,0.000956,2.7756,1.7143,0.00455
Nolan,14714,13,0.000951,2.4973,1.1818,0.002808
Nueces,362294,1472,0.004066,2.8956,1.8423,0.021689
Ochiltree,9836,13,0.001423,3.3911,1.0833,0.005229
Oldham,2112,4,0.002367,2.0,2.0,0.00947
Orange,83396,120,0.001451,2.7821,1.0,0.004037
Palo Pinto,29189,47,0.001644,2.9656,2.0,0.009754
Panola,23194,57,0.002501,2.3219,2.0,0.011612
Parker,142878,375,0.002632,2.8614,2.0,0.01506
Parmer,9605,9,0.001041,2.6463,1.0,0.002755
Pecos,15823,1,0.000126,2.2003,1.0,0.000278
Polk,51353,141,0.002765,2.8768,1.3178,0.010482
Potter,117415,261,0.002231,2.6985,1.4341,0.008635
Presidio,6704,1,0.000298,2.5515,1.0,0.000761
Rains,12514,34,0.002797,2.8496,1.7895,0.014262
Randall,137713,350,0.002549,2.7948,1.9126,0.013624
Reagan,3849,5,0.001559,2.7471,1.6667,0.007137
Real,3452,6,0.002028,3.2099,1.2,0.007811
Red River,12023,28,0.002412,2.8956,2.0,0.013969
Reeves,15976,94,0.005946,2.6791,2.0,0.031862
Refugio,6948,43,0.006333,2.9845,1.8696,0.035335
Roberts,854,1,0.002342,2.7471,1.0,0.006433
Robertson,17074,28,0.001698,2.684,1.0,0.004559
Rockwall,104915,276,0.00264,2.8338,1.8158,0.013585
Runnels,10264,21,0.002143,2.5515,2.0,0.010938
Rusk,54406,149,0.002757,2.5267,1.0,0.006966
Sabine,10542,156,0.014893,2.598,2.0,0.077383
San Augustine,8237,16,0.002064,2.6592,2.0,0.010976
San Jacinto,28859,68,0.002391,2.8457,1.5814,0.01076
San Patricio,66730,74,0.001124,3.0146,1.0,0.003388
San Saba,6055,11,0.001982,2.5867,2.0,0.010253
Schleicher,2793,9,0.00358,2.7471,2.0,0.019671
Scurry,16703,24,0.001497,2.7626,1.7143,0.007088
Shackelford,3265,4,0.001531,2.7471,1.0,0.004207
Shelby,25274,32,0.001306,2.6541,2.0,0.006931
Sherman,3022,2,0.000993,2.7471,1.0,0.002727
Smith,232751,1048,0.004507,2.7538,2.0,0.024822
Somervell,9128,21,0.00241,3.039,1.9091,0.013983
Starr,64633,141,0.002197,2.7033,1.5495,0.009203
Stephens,9366,9,0.001068,2.4326,2.0,0.005195
Sterling,1291,3,0.003098,2.7471,1.5,0.012767
Stonewall,1350,1,0.001481,2.7471,1.0,0.00407
Sutton,3776,4,0.001324,2.7471,1.0,0.003638
Swisher,7397,7,0.001082,2.6091,1.0,0.002822
Tarrant,2102515,3956,0.001882,2.7604,1.3534,0.007031
Taylor,138034,231,0.001681,2.7127,1.462,0.006666
Terrell,776,0,0.001289,2.7471,1.0,0.00354
Terry,12337,4,0.000405,2.6091,1.0,0.001057
Throckmorton,1501,0,0.000666,2.7471,1.0,0.00183
Titus,32750,68,0.002107,2.6642,2.0,0.011226
Tom Green,119200,535,0.004497,2.8881,2.0,0.025974
Travis,1273954,2308,0.001812,2.6717,1.9154,0.009275
Trinity,14651,24,0.001706,2.5896,1.0909,0.00482
Tyler,21672,66,0.003092,2.5267,2.0,0.015623
Upshur,41753,121,0.002922,2.8052,2.0,0.016393
Upton,3657,6,0.001914,2.7471,1.2,0.00631
Uvalde,26741,166,0.006245,2.9086,1.0,0.018164
Val Verde,49025,66,0.001367,2.7906,1.0154,0.003872
Van Zandt,56590,170,0.003022,2.8993,2.0,0.017522
Victoria,92084,218,0.002378,2.9997,1.6029,0.011435
Walker,72971,159,0.002193,2.5423,2.0,0.011149
Waller,55246,139,0.002534,2.7604,2.0,0.01399
Ward,11998,23,0.002,2.9141,2.0,0.011658
Washington,35882,61,0.001728,2.7403,1.2979,0.006145
Webb,276652,0,4e-06,2.7267,1.0,1e-05
Wharton,41556,79,0.001925,2.8378,2.0,0.010926
Wheeler,5056,3,0.000791,2.9777,1.5,0.003534
Wichita,132230,231,0.001755,2.8135,1.4903,0.007357
Wilbarger,12769,9,0.000783,2.5515,2.0,0.003996
Willacy,21358,50,0.002388,2.6592,1.0,0.00635
Williamson,590551,1716,0.002907,2.7713,1.8775,0.015128
Wilson,51070,124,0.002448,2.8652,1.1589,0.008127
Winkler,8010,15,0.001998,2.7471,2.0,0.010975
Wise,69984,122,0.001758,2.7948,1.4878,0.007308
Wood,45539,105,0.002328,2.7582,2.0,0.01284
Yoakum,8713,1,0.00023,2.4871,1.0,0.000571
Young,18010,24,0.001388,2.6306,2.0,0.007303
Zapata,14179,7,0.000564,2.9777,1.0,0.00168
Zavala,11840,35,0.003041,2.7863,2.0,0.016944
