Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Livingston,15227,15,0.001051,2.5138,1.0,0.002641
McDonald,22837,87,0.003853,2.7604,1.381,0.014689
Macon,15117,40,0.002712,2.6865,1.0811,0.007877
Madison,12088,37,0.003144,2.8358,2.0,0.017829
Maries,8697,33,0.003909,2.9429,1.0,0.011505
Marion,28530,191,0.00673,2.976,1.4148,0.028335
Mercer,3617,7,0.002212,3.0816,2.0,0.013631
Miller,25619,107,0.004216,2.7799,1.0,0.011719
Mississippi,13180,22,0.001745,2.8652,2.0,0.01
Moniteau,16132,54,0.003409,2.7313,1.3846,0.012893
Monroe,8644,26,0.003124,2.8672,1.1304,0.010124
Montgomery,11551,22,0.001991,2.5392,1.2222,0.00618
Morgan,20627,60,0.002957,2.7713,1.0,0.008196
New Madrid,17076,30,0.001815,3.0862,1.4286,0.008004
Newton,58236,208,0.003589,2.7493,1.1304,0.011154
Nodaway,22092,39,0.001811,2.6742,1.0,0.004842
Oregon,10529,36,0.003514,2.9446,1.0,0.010348
Osage,13615,54,0.00404,2.9304,1.8621,0.022043
Ozark,9174,49,0.00545,2.8594,1.3611,0.021212
Pemiscot,15805,15,0.001012,2.8114,2.0,0.005692
Perry,19136,40,0.002143,2.8477,2.0,0.012203
Pettis,42339,194,0.004606,2.7335,1.4809,0.018644
Phelps,44573,211,0.004756,2.8975,1.0,0.013781
Pike,18302,70,0.003879,2.5361,1.7073,0.016797
Platte,104418,152,0.001465,2.6412,2.0,0.00774
Polk,32149,141,0.004417,2.7057,1.0444,0.012482
Pulaski,52607,155,0.002965,2.8937,1.0,0.008581
Putnam,4696,5,0.001278,2.5267,1.0,0.003228
Ralls,10309,59,0.00582,2.7713,1.6389,0.026434
Randolph,24748,96,0.00392,2.7403,1.3714,0.01473
Ray,23018,67,0.002954,2.6985,2.0,0.015944
Reynolds,6270,11,0.001914,2.4697,1.5714,0.007428
Ripley,13288,20,0.00158,2.6985,1.0,0.004265
St. Charles,402022,946,0.002356,2.6692,1.2563,0.007899
St. Clair,9397,41,0.00447,2.8277,1.0,0.012639
Ste. Genevieve,17894,19,0.001118,2.4732,1.5833,0.004377
St. Francois,67215,126,0.001889,2.4625,1.7746,0.008257
St. Louis,994205,2128,0.002141,2.6036,1.0764,0.006001
Saline,22761,74,0.003295,2.6617,1.6818,0.01475
Schuyler,4660,0,0.000215,2.5267,1.0,0.000542
Scotland,4902,1,0.000408,3.2182,1.0,0.001313
Scott,38280,108,0.002847,2.7969,2.0,0.015928
Shannon,8166,41,0.005143,3.0406,1.0,0.015639
Shelby,5930,11,0.002024,2.7471,2.0,0.011118
Stoddard,29025,120,0.004169,2.8575,1.3483,0.016062
Stone,31952,97,0.003067,2.7151,1.0,0.008327
Sullivan,6089,46,0.007719,3.1932,1.84,0.045352
Taney,55928,285,0.005114,2.7381,1.0,0.014002
Texas,25398,92,0.003662,2.9086,1.0,0.01065
Vernon,20563,95,0.004669,2.9429,1.3971,0.019194
Warren,35649,108,0.003058,2.7127,1.8947,0.015716
Washington,24730,93,0.003801,2.7267,2.0,0.020728
Wayne,12873,14,0.001165,2.7057,1.0,0.003153
Webster,39592,158,0.004016,2.7691,1.0,0.011121
Worth,2013,2,0.00149,2.2239,1.0,0.003314
Wright,18289,71,0.003937,2.7174,1.0,0.010698
St. Louis City,300576,478,0.001594,2.5952,1.248,0.005162
